levelket	text
10.34.3	द्वेष्टि॑श्व॒स्रू:। श्व॒स्रूरप॑। अप॑जा॒या। जा॒यारु॑णद्धि। रु॒ण॒द्धि॒न। नना॑थि॒त:। ना॒थि॒तोवि॑न्दते। वि॒न्द॒ते॒म॒र्डि॒तारं। म॒र्डि॒तार॒मिति॑म॒र्डि॒तारं॑।। अश्व॑स्येव॒जर॑त:। अश्व॑स्ये॒वेत्यश्व॑स्यऽइव। जर॑तो॒वश्न्य॑स्य। वश्न्य॑स्य॒न। नाहं। अ॒हंवि॑न्दामि। वि॒न्दा॒मि॒कि॒त॒वस्य॑। कि॒त॒वस्य॑भो॒गं। भो॒गमिति॑भो॒गं।।
10.34.4	अ॒न्येजा॒यां। जा॒यांपरि॑। परि॑मृशन्ति। मृ॒श॒न्त्य॒स्य॒। अ॒स्य॒यस्य॑। यस्यागृ॑धत्। अगृ॑ध॒द्वेद॑ने। वेद॑नेवा॒जी। वा॒ज्य॑अ॒क्ष:। अ॒क्षइत्य॒क्ष:।। पि॒तामा॒ता। मा॒ताभ्रात॑रं। भ्रात॑रमेनं। ए॒न॒मा॒हु॒:। आ॒हु॒र्न। नजा॑नीम:। जा॒नी॒मो॒नय॑त। नय॑ताब॒द्धं। ब्॒धमे॒तं। ए॒तमित्ये॒तं।।
10.34.5	दा॒दीध्ये॑। आ॒दीध्ये॒न। आ॒दीध्य॒इत्या॒ऽदीध्ये॑। नद॑वि॒षाणि॑। द॒वि॒षाण्ये॑भि:। ए॒भि॒:परा॑यद्भ्य:। परा॑य॒द्भ्योव॑। परा॑यद्भ्य॒इति॒परा॑यत्ऽभ्य:। अव॑हीये। ही॒ये॒सखि॑भ्य:। सखि॑भ्य॒इति॒सखि॑ऽभ्य:।। न्यु॑प्ताश्च। न्यु॑प्ता॒इति॒निऽउ॑प्ता:। च॒ब॒भ्रव॑:। ब॒भ्रवो॒वाचं॑। वाच॑मक्रत। अ॒क्र॒तँ॒एमि। एमीत्। इदे॑षां। ए॒षां॒नि॒ष्कृ॒तं। नि॒ष्कृ॒तंजा॒रिणी॑व। नि॒:कृ॒तमिति॑नि॒:ऽकृ॒तं। जा॒रिणी॒वेति॑जा॒रिणि॑ऽइव।। 3।।
10.34.6	स॒भामे॑ति। ए॒ति॒कि॒त॒व:। कि॒त॒व:पृ॒च्छमा॑न:। पृ॒च्छमा॑नोजे॒ष्यामि॑। जे॒ष्यामीति॑। इति॑त॒न्वा॑। त॒न्वा॒शूशु॑जान:। शूशु॑जान॒इति॒शूशु॑जान;।। अ॒क्षासो॑अस्य। अ॒स्य॒वि। विति॑रन्ति। ति॒र॒न्ति॒कामं॑। कामं॑प्रति॒दीन्वे॑। प्र॒ति॒दीव्ने॒दध॑त:। प्र॒ति॒दीव्न॒इति॑प्र॒ति॒ऽदीव्ने॑। दध॑त॒आकृ॒तानि॑। आकृ॒तानि॑। कृ॒तानीति॑कृ॒तानि॑।।
10.34.7	अ॒क्षास॒इत्। इद॑ङ्कु॒॒शिन॑:। अ॒ङ्कु॒॒शिनो॑नितो॒दिन॑:। नि॒तो॒दिनो॑नि॒कृत्वा॑न:। नि॒तो॒दिन॒इति॑नि॒ऽतो॒दिन॑:। नि॒कृत्वा॑न॒स्तप॑ना:। नि॒कृत्वा॑न॒इति॑नि॒ऽकृत्वा॑न:। तप॑नास्तापयि॒ष्णव॑:। ता॒प॒यि॒ष्णव॒इति॑ता॒प॒यि॒ष्णव॑:।। कु॒मा॒रदे॑ष्णा॒जय॑त;। कु॒मा॒रदे॑ष्णा॒इति॑कु॒मा॒रऽदे॑ष्णा:। जय॑त:पुन॒र्हण॑:। पुन॒र्हणो॒मध्वा॑। पुन॒र्हन॒इति॑पु॒न॒:ऽहन॑:। मध्वा॒संपृ॑क्ता:। संपृ॑क्ता:कित॒वस्य॑। संपृ॑क्ता॒इति॒संऽपृ॑क्ता:। कित॒वस्य॑ब॒र्हणा॑। ब॒र्हणेति॑ब॒र्हणा॑।।
10.34.8	त्रि॒प॒ञ्चा॒श:क्री॑ळति। त्रि॒प॒ञ्चा॒शइति॑त्रि॒ऽप॒ञ्चा॒श:। क्री॒ळ॒ति॒व्रात॑:। व्रात॑एषां। ए॒षां॒दे॒वइ॑व। दे॒वइ॑वसवि॒ता। दे॒वइ॒वेति॑दे॒व:ऽइ॑व। स॒वि॒तास॒त्यध॑र्मा। स॒त्यध॒र्मेति॑स॒त्यऽध॑र्मा।। उ॒ग्रस्य॑चित्। चि॒न्म॒न्यवे॑। म॒न्यवे॒न। नान॑मन्ते। न॒म॒न्ते॒राजा॑। राजा॑चित्। चि॒दे॒भ्य॒:। ए॒भ्य॒इत्। इत्कृ॑णोति। कृ॒णो॒ती॒ति॑कृणोति।।
10.34.9	नी॒चाव॑र्तन्ते। व॒र्त॒न्त॒उ॒परि॑। उ॒परि॑स्फ़ुरन्ति। स्फ़ु॒र॒न्त्यह॒स्तास॑:। अ॒ह॒स्तासो॒हस्त॑वन्तं। हस्त॑वन्तंसहन्ते। स॒ह॒न्त॒इति॑सहन्ते।। दि॒व्याअङ्गा॑रा:। अङ्गा॑रा॒इरि॑णे। इरि॑णे॒न्यु॑प्ता:। न्यु॑प्ताश्शी॒ता:। न्यु॑प्ता॒इति॒निऽउ॑प्ता:। शी॒तास्सन्त॑:। सन्तो॒हृद॑यं। हृद॑यं॒नि:। निर्द॑हन्ति। द॒ह॒न्तीति॑दहन्ति।।
10.34.10	जा॒यात॑प्यते। त॒प्य॒ते॒कि॒त॒वस्य॑। कि॒त॒वस्य॑ही॒ना। ही॒नामा॒ता। मा॒तापु॒त्रस्य॑। पु॒त्रस्य॒चर॑त:। चर॑त॒:क्व॑। क्व॑स्वित्। स्वि॒दिति॑स्वित्।। ऋ॒णा॒वाबिभ्य॑त्। ऋ॒णवेत्यृ॒णऽवा॑। बिभ्य॒द्धनं॑। धन॑मि॒च्छमा॑न:। इ॒च्छमा॑नो॒न्येषां॑। अ॒न्येषा॒मस्तं॑। अस्त॒मुप॑। उप॒नक्तं॑। नक्त॑मेति। ए॒तीत्ये॑ति।। 4।।
10.34.11	स्त्रियं॑दृ॒ष्ट्वाय॑। दृ॒ष्ट्वाय॑कित॒वं। कि॒त॒वंत॑ताप। त॒ता॒पान्येषां॑। अ॒न्येषां॑जा॒यां। जा॒यांसुकृ॑तं। सुकृ॑तञ्च। सुकृ॑त॒मिति॒सुऽकृ॑तं। च॒योनिं॑। योनि॒मिति॒योनिं॑।। पू॒र्वा॒ह्णेअश्वा॑न्। अश्वा॑न्युयु॒जे। यु॒यु॒जेहि। हिब॒भ्रून्। ब॒भ्रून्त्स:। सोअ॒ग्ने:। अ॒ग्नेरन्ते॑। अन्ते॑वृष॒ल:। वृ॒ष॒ल:प॑पाद। प॒पा॒देति॑पपाद।।
10.34.12	योव॑:। व॒स्से॒ना॒नी:। से॒ना॒नीर्म॑ह॒त:। से॒ना॒नीरिति॑से॒ना॒ऽनी:। म॒ह॒तोधन॑स्य। धन॑स्य॒राजा॑। राजा॒व्रात॑स्य। व्रात॑स्यप्रथ॒म:। प्र॒थ॒मोब॒भूव॑। ब॒भूवेति॑ब॒भूव॑।। तस्मै॑कृणोमि। कृ॒णो॒मि॒न। नधना॑। धना॑रुणध्मि। रु॒ण॒ध्मि॒दश॑। दशा॒हं। अ॒हंप्राची॑:। प्राची॒स्तत्। तदृ॒तं। ऋ॒तंव॑दामि। व॒दा॒मीति॑वदामि।।
10.34.13	अ॒क्षैर्मा। मादी॑व्य:। दी॒व्य॒:कृ॒षिं। कृ॒षिमित्। इत्कृ॑षस्व। कृ॒ष॒स्व॒वि॒त्ते। वि॒त्तेर॑मस्व। र॒म॒स्व॒ब॒हु। ब॒हुमन्य॑मान:। मन्य॑मान॒इति॒मन्य॑मान:।। तत्र॒गाव॑:। गाव॑:कितव। कि॒त॒व॒तत्र॑। तत्र॑जा॒या। जा॒यातत्। तन्मे॑। मे॒वि। विच॑ष्टे। च॒ष्टे॒स॒वि॒ता। स॒वि॒तायं। अ॒यम॒र्य:। अ॒र्यइत्य॒र्य:।।
10.34.14	मि॒त्रंकृ॑णुध्वं। कृ॒णु॒ध्वं॒खलु॑। खलु॑मृ॒ळत॑। मृ॒ळता॑न:। नो॒मा। मान॑:। नो॒घो॒रेण॑। घो॒रेण॑चरत। च॒र॒ता॒भि। अ॒भिधृ॒ष्णु। धृ॒ष्ण्विति॑धृ॒ष्णु।। निव॑:। वो॒न। नम॒न्यु:। म॒न्युर्वि॑शतां। वि॒श॒ता॒मरा॑ती:। अरा॑तीर॒न्य:। अ॒न्योब॑भ्रू॒णां। ब॒भ्रू॒णांप्रसि॑तौ। प्रसि॑तौ॒नु। प्रसि॑ता॒विति॒प्रऽसि॑तौ। न्व॑स्तु। अ॒स्त्वित्य॑स्तु।। 5।।
10.35.1	अबु॑ध्रमु॒त्ये। ऊँ॒इत्यूँ॑। त्यइन्द्र॑वन्त:। इन्द्र॑वन्तोअ॒ग्नय॑:। इन्द्र॑वन्त॒इतीन्द्र॑ऽवन्त:। अ॒ग्नयो॒ज्योति॑:। ज्योति॒र्भर॑न्त:। भर॑न्तउ॒षस॑:। उ॒षसो॒व्यु॑ष्टिषु। व्यु॑ष्टि॒ष्विति॒विऽउ॑ष्टिषु।। म॒हीद्यावा॑पृथि॒वी। म॒हीइति॑म॒ही। द्यावा॑पृथि॒वीचे॑ततां। द्यावा॑पृथि॒वीइति॒द्यावा॑पृथि॒वी। चे॒त॒ता॒मप॑:। अपो॒द्य। अ॒द्यादे॒वानां॑। दे॒वाना॒मव॑:। अव॒आवृ॑णीमहे। आवृ॑णीमहे। वृ॒णी॒म॒ह॒इति॑वृणीमहे।।
10.35.2	दि॒वस्पृ॑थि॒व्योरव॑:। दि॒व:पृ॑थि॒व्योरिति॑दि॒व:पृ॑थि॒व्यो:। अव॒आवृ॑णीमहे। आवृ॑णीमहे। वृ॒णी॒म॒हे॒मा॒तॄन्। मा॒तॄन्त्सिन्धू॑न्। सिन्धू॒न्पर्व॑तान्। पर्व॑ताञ्छर्य॒णाव॑तः। श॒र्य॒णाव॒तेति॑श॒र्य॒णाऽव॑तः।। अ॒ना॒गास्त्वंसूर्यं॑। अ॒ना॒गास्त्वमि॑त्य॒ना॒गा॒:ऽत्वं। सूर्य॑मु॒षसं॑। उ॒षस॑मीमहे। ई॒म॒हे॒भ॒द्रं। भ॒द्रंसोम॑:। सोम॑स्सुवा॒न:। सु॒वा॒नोअ॒द्य। अ॒द्याकृ॑णोतु। कृ॒णो॒तु॒न॒:। न॒इति॑न:।।
10.35.3	द्यावा॑न:। नो॒अ॒द्य। अ॒द्यपृ॑थि॒वी। पृ॒थि॒वीअना॑गस:। पृ॒थि॒वीइति॑पृ॒थि॒वी। अना॑गसोम॒ही। म॒हीत्रा॑येतां। त्रा॒ये॒तां॒सु॒वि॒ताय॑। सु॒वि॒ताय॑मा॒तरा॑। मा॒तरेति॑मा॒तरा॑।। उ॒षाउ॒च्छन्ती॑। उ॒च्छन्त्यप॑। अप॑बाधतां। बा॒ध॒ता॒म॒घं। अ॒घंस्व॒स्ति। स्व॒स्त्यग्निं। अ॒ग्निंस॑मिधा॒नं। स॒मि॒धानमी॑महे। स॒मि॒धा॒नमिति॑सं॒ऽइ॒धा॒नं। ई॒म॒ह॒इती॑महे।।
10.35.4	इ॒यंन॑:। न॒उ॒स्रा। उ॒स्राप्र॑थ॒मा। प्र॒थ॒मासु॑दे॒व्यं॑। सु॒दे॒व्यं॑रे॒वत्। सु॒दे॒व्यमिति॑सु॒ऽदे॒व्यं॑। रे॒वत्स॒निभ्य॑:। स॒निभ्यो॑रे॒वती॑:। स॒निभ्य॒इति॑स॒निऽभ्य॑:। रे॒वती॒वि। व्यु॑च्छतु। उ॒च्छ॒त्वित्यु॑च्छतु।। आ॒रेम॒न्युं। म॒न्युंदु॑र्वि॒दत्र॑स्य। दु॒र्वि॒दत्र॑स्यधीमहि। दु॒र्वि॒दत्रस्येति॑दु॒:ऽवि॒दत्र॑स्य। धी॒म॒हि॒स्व॒स्ति। स्व॒स्त्य॑अ॒ग्निंस॑मिधा॒नमी॑महे।।
10.35.5	प्रया:। यास्सिस्र॑ते। सिस्र॑ते॒सूर्य॑स्य। सूर्य॑स्यर॒श्मिभि॑:। र॒श्मिभि॒र्ज्योति॑:। र॒श्मिभि॒रिति॑र॒श्मिऽभि॑:। ज्योति॒र्भर॑न्ती:। भर॑न्तीरु॒षस॑:। उ॒षसो॒व्यु॑ष्टिषु। व्यु॑ष्टि॒ष्विति॒विऽउ॑ष्टिषु।। भ॒द्रान॑:। नो॒अ॒द्य। अ॒द्यश्रव॑से। श्रव॑से॒वि। व्यु॑च्छत। उ॒च्छ॒त॒स्व॒स्ति। स्व॒स्त्यअ॒ग्निंस॑मिधा॒नमी॑महे।। 6।।
10.35.6	अ॒न॒मी॒वाउ॒षस॑:। उ॒षस॒आच॑रन्तु। आच॑रन्तु। च॒र॒न्तु॒न॒:। न॒उत्। उद॒ग्नय॑:। अ॒ग्नयो॑जिहतां। जि॒ह॒तां॒ज्योति॑षा। ज्योति॑षाबृ॒हत्। बृ॒हदिति॑बृ॒हत्।। आयु॑क्षाताम॒श्विना॑। अयु॑क्षाता॒मित्यायु॑क्षातां। अ॒श्विना॒तूतु॑जिं। तूतु॑जिं॒रथं॑। रथं॑स्व॒स्ति। स्व॒स्त्य॑अ॒ग्निंस॑मिधा॒नमी॑महे।।
10.35.7	श्रेष्ठ॑न्न:। नो॒अ॒द्य। अ॒द्यस॑वित:। स॒वि॒तर्वरे॑ण्यं। वरे॑ण्यंभा॒गं। भा॒गमासु॑व। आसु॑व। सु॒व॒स:। सहि। हिर॑त्न॒धा:। र॒त्न॒धाअसि॑। र॒त्न॒धाइति॑र॒त्न॒ऽधा:। असीत्यसि॑।। रा॒योजनि॑त्रीं। जनि॑त्रींधि॒षणां॑। धि॒षणा॒मुप॑। उप॑ब्रुवे। ब्रु॒वे॒स्व॒स्ति। स्व॒स्त्य॑अ॒ग्निंस॑मिधा॒नमी॑महे।।
10.35.8	पिप॑र्तुमा। मा॒तत्। तदृ॒तस्य॑। ऋ॒तस्य॑प्र॒वाच॑नं। प्र॒वाच॑नंदे॒वानां॑। प्र॒वाच॑न॒मिति॑प्र॒ऽवाच॑नं। दे॒वानां॒यत्। यन्म॑नु॒ष्या:। म॒नु॒ष्याअम॑न्महि। अम॑न्म॒हीत्यम॑न्महि।। विश्वा॒इत्। इदु॒स्रा:। उ॒स्रास्पट्। स्पळुत्। उदे॑ति। ए॒ति॒सूर्य॑:। सूर्य॑स्स्व॒स्ति। स्व॒स्त्य॑अ॒ग्निंस॑मिधा॒नमी॑महे।।
10.35.9	अ॒द्वे॒षोअ॒द्य। अ॒द्यब॒र्हिष॑:। ब॒र्हिष॒स्तरी॑मणि। स्तरी॑मणि॒ग्राव्णां॑। ग्राव्णां॒योगे॑। योगे॒मन्म॑न:। मन्म॑न॒स्साधे॑। साध॑ईमहे। ई॒म॒ह॒इती॑महे।। आ॒दि॒त्यानां॒शर्म॑णि। शर्म॑णि॒स्था:। स्थाभु॑र॒ण्यसि॑। भु॒र॒ण्यसि॑स्व॒स्ति। स्व॒स्त्य॑अ॒ग्निंस॑मिधा॒नमी॑महे।।
10.35.10	आन॑:। नो॒ब॒र्हि:। ब॒र्हिस्स॑ध॒मादे॑। स॒ध॒मादे॑बृ॒हत्। स॒ध॒माद॒इति॑स॒ध॒ऽमादे॑। बृ॒हद्दि॒वि। दि॒विदे॒वान्। दे॒वाँई॑ळे। ई॒ळे॒सा॒दय॑। सा॒दया॑स॒प्त। स॒प्तहोतॄ॑न्। होतॄ॒॒निति॒होतॄ॑न्।। इन्द्रं॑मि॒त्रंवरु॑णंसा॒तये॒भगं॑स्व॒स्ति। स्व॒स्त्य॑अ॒ग्निस॑मिधा॒न॑मीमहे।। 7।।
10.35.11	तआ॑दित्या॒आग॑तास॒र्वता॑तयेवृ॒धे। वृ॒धेन॑:। नो॒य॒ज्ञं। य॒ज्ञम॑वत। अ॒व॒ता॒स॒जो॒ष॒स॒:। स॒जो॒ष॒स॒इति॑सऽजोषस:।। बृह॒स्पतिं॑पू॒षणं॑। पू॒षण॑म॒श्विना॑। अ॒श्विना॒भगं॑। भगं॑स्व॒स्ति। स्व॒स्त्य॑अ॒ग्निंस॑मिधा॒नमी॑महे।।
10.35.12	तन्न॑:। नो॒दे॒वा॒:। दे॒वा॒य॒च्छ॒त॒। य॒च्छ॒त॒सु॒प्र॒वा॒च॒नं। सु॒प्र॒वा॒च॒नंच्छ॒र्दि:। सु॒प्र॒वा॒च॒नमिति॑सु॒ऽप्र॒वा॒च॒नं। छ॒र्दिरा॑दित्या:। आ॒दि॒त्या॒स्सु॒भरं॑। सु॒भरं॑नृ॒पाय्यं॑। सु॒भर॒मिति॑सु॒ऽभरं॑। नृ॒पाय्य॒मिति॑नृ॒ऽपाय्यं॑।। पश्वे॑तो॒काय॑। तो॒काय॒तन॑याय। तन॑यायजी॒वसे॑। जी॒वसे॑स्व॒स्ति। स्व॒स्त्य॑अ॒ग्निंस॑मिधा॒नमी॑महे।।
10.35.13	विश्वे॑अ॒द्य। अ॒द्यम॒रुत॑:। म॒रुतो॒विश्वे॑। विश्व॑ऊ॒ती। ऊ॒तीविश्वे॑। विश्वे॑भवन्तु। भ॒व॒न्त्व॒ग्नय॑:। अ॒ग्नय॒स्समि्॑धा:। समि॑द्धा॒इति॒संऽइ॑द्धा:।। विश्वे॑न:। नो॒दे॒वा:। दे॒वाअव॑सा। अव॒साग॑मन्तु। आग॑मन्तु। ग॒म॒न्तु॒विश्वं॑। विश्व॑मस्तु। अ॒स्तु॒द्रवि॑णं। द्रवि॑णं॒वाज॑:। वाजो॑अ॒स्मे। अ॒स्मेइत्य॒स्मे।।
10.35.14	यन्दे॑वास:। दे॒वा॒सोव॑थ। अव॑थ॒वाज॑सातौ। वाज॑सातौ॒यं। वाज॑साता॒विति॒वाज॑ऽसातौ। यंत्राय॑ध्वे। त्राय॑ध्वे॒यं। यंपि॑पृ॒थ। पि॒पृ॒थाति॑। अत्यंह॑:। अंह॒इत्यंह॑:।। योव॑:। वो॒गो॒पी॒थे। गो॒पी॒थेन। गो॒पी॒थेइति॑गो॒ऽपी॒थे। नभय॑स्य। भय॑स्य॒वेद॑। वेद॒ते। तेस्या॑म। स्या॒म॒दे॒ववी॑तये। दे॒ववी॑तयेतुरास:। दे॒ववी॑तय॒इति॑दे॒वऽवी॑तये। तु॒रा॒स॒इति॑तुरास:।। 8।।
10.36.1	उ॒षासा॒नक्ता॑बृह॒ती। बृ॒ह॒तीसु॒पेश॑सा। बृ॒ह॒तीइति॑बृ॒ह॒ती। सु॒पेश॑सा॒द्यावा॑। सु॒पेश॒सेति॑सु॒ऽपेश॑सा। द्यावा॒क्षामा॒वरु॑ण:। वरु॑णोमि॒त्र:। मि॒त्रोअ॑र्य॒मा। अ॒र्य॒मेत्य॑र्य॒मा।। इन्द्रं॑हुवे। हु॒वे॒म॒रुत॑:। म॒रुत॒:पर्व॑तान्। पर्व॑ताँअ॒प:। अ॒पआ॑दि॒त्यान्। आ॒दि॒त्यान्द्यावा॑पृथि॒वी। द्यावा॑पृथि॒वीअ॒प:। द्यावा॑पृथि॒वीइति॒द्यावा॑पृथि॒वी। अ॒पस्स्व॑:। स्वरिति॑स्व॑:।।
10.36.2	द्यौश्च॑। च॒न॒:। न॒:पृ॒थि॒वी। पृ॒थि॒वीच॑। च॒प्रचे॑तसा। प्रचे॑तसाऋ॒ताव॑री। प्रचे॑त॒सेति॒प्रऽचे॑तसा। ऋ॒ताव॑रीरक्षतां। ऋ॒तव॒रीत्यृ॒तऽव॑री। र॒क्ष॒ता॒मंह॑स:। अंह॑सोरि॒ष:। रि॒षइति॑रि॒ष:।। मादु॑र्वि॒दत्रा॑। दु॒र्वि॒दत्रा॒निर्ऋ॑ति:। दु॒र्वि॒दत्रा॒इति॑दु॒:ऽवि॒दत्रा॑। निर्ऋ॑तिर्न:। निर्ऋ॑ति॒रिति॒नि:ऽऋ॑ति:। न॒ई॒श॒त॒। ई॒श॒त॒तत्। तद्दे॒वानां॑। दे॒वाना॒मव॑:। अवो॑अ॒द्य। अ॒द्यावृ॑णीमहे। वृ॒णी॒म॒ह॒इति॑वृणीमहे।।
10.36.3	विश्व॑स्मान्न:। नो॒अदि॑ति:। अदि॑ति:पातु। पा॒त्वंह॑स:। अंह॑सोमा॒ता। मा॒तामि॒त्रस्य॑। मि॒त्रस्य॒वरु॑णस्य। वरु॑णस्यरे॒वत॑:। रे॒वत॒इति॑रे॒वत॑:।। स्व॑र्व॒ज्जोति॑:। स्व॑र्व॒दिति॒स्व॑:ऽवत्। ज्योति॑रवृ॒कं। अ॒वृ॒कन्न॑शीमहि। न॒शी॒म॒हि॒तत्। तद्दे॒वाना॒मवो॑अ॒द्यावृ॑णीमहे।।
10.36.4	ग्रावा॒वद॑न्। वद॒न्नप॑:। अप॒रक्षां॑सि। रक्षां॑सिसेधतु। से॒ध॒तु॒दु॒ष्वप्न्यं॑। दु॒ष्वप्न्यं॒निर्ऋ॑तिं। दु॒स्वप्न्य॒मिति॑दु॒:ऽस्वप्न्यं॑। निर्ऋ॑तिं॒विश्वं॑। निर्ऋ॑ति॒मिति॒नि:ऽऋ॑तिं। विश्व॑म॒त्रिणं॑। अ॒त्रिण॒मित्य॒त्रिणं॑।। आ॒दि॒त्यंशर्म॑। शर्म॑म॒रुतां॑। म॒रुता॑मशीमहि। अ॒शी॒म॒हि॒तत्। तद्दे॒वाना॒मवो॑अ॒द्यावृ॑णीमहे।।
