levelket	text
3.58.4	आम॑न्येथां। म॒न्ये॒था॒माग॑तं। आग॑तं। ग॒तं॒कत्। कच्चि॑त्। चि॒देवै॑:। देवै॒र्विश्वे॑। विश्वे॒जना॑स:। जना॑सोअ॒श्विना॑। अ॒श्विना॒हव॑न्ते। हव॑न्त॒इति॒हव॑न्ते।। इ॒माहि। हिवां॑। वां॒गोऋ॑जीका। गोऋ॑जीका॒मधू॑नि। गोऋ॑जी॒केति॒गो:ऽऋ॑जीका। मधू॑नि॒प्र। प्रमि॒त्रास॑:। मि॒त्रासो॒न। नद॒दु:। द॒दुरु॒स्र:। उ॒स्रोअग्रे॑। अग्र॒इत्यग्रे॑।।
3.58.5	ति॒र:पु॒रूचि॑। पु॒रूचि॑त्। चि॒द॒श्वि॒ना॒। अ॒श्वि॒ना॒रजां॑सि। रजां॑स्यांगू॒ष:। आं॒गू॒षोवां॑। वां॒म॒घवा॑ना। म॒घवा॑ना॒जने॑षु। म॒घवा॒नेति॑म॒घऽवा॑ना। जने॒ष्विति॒जने॑षु।। एहया॑तंप॒थिभि॑र्देव॒यानै॒दस्रा॑वि॒मेवां॑नि॒धयो॒मधू॑नां।।3।।
3.58.6	पु॒रा॒णमोक॑:। ओक॑स्स॒ख्यं। स॒ख्यंशि॒वं। शि॒वंवां॑। वां॒यु॒वो:। यु॒वोर्न॑रा। न॒रा॒द्रवि॑णं। द्रवि॑णंज॒ह्नाव्यां॑। ज॒ह्नाव्या॒मिति॑ज॒ह्नाव्यां॑।। पुन॑:कृण्वा॒ना:। पुन॒रिति॒पुन॑:। कृ॒ण्वा॒नास्स॒ख्या। स॒ख्याशि॒वानि॑। शि॒वानि॒मध्वा॑। मध्वा॑मदेम। म॒दे॒म॒स॒ह। स॒हनु। नूस॑मा॒ना:। स॒मा॒नाइति॑स॒मा॒ना:।।
3.58.7	अश्वि॑नावा॒युना॑। वा॒युना॑यु॒वं। यु॒वंसु॑दक्षा। सु॒द॒क्षा॒नि॒युद्भि॑:। सु॒द॒क्षेति॑सुऽदक्षा। नि॒युद्भि॑श्च। नि॒युद्भि॒रिति॑नि॒युत्ऽभि॑:। च॒स॒जोष॑सा। स॒जोषा॑सायुवाना। स॒जोष॒सेति॑स॒ऽजोष॑सा। यु॒वा॒नेति॑युवाना।। नास॑त्याति॒र:। ति॒रोअ॑ह्न्यं। अ॒ह्न्यं॒जु॒षा॒णा। जु॒षा॒णासोमं॑। सोमं॑पिबतं। पि॒ब॒त॒म॒स्रिधा॑। अ॒स्रिधा॑सुदानू। सु॒दा॒नू॒इति॑सुऽदानू।।
3.58.8	अश्वि॑ना॒परि॑। परि॑वां। वा॒मिष॑:। इष॑:पुरू॒ची। पु॒रू॒चीरी॒यु:। ई॒युर्गी॒र्भि:। गी॒र्भियत॑माना। गी॒र्भिरिति॑गी॒:ऽभि:। यत॑माना॒अमृ॑ध्रा:। अमृ॑ध्रा॒इत्यमृ॑ध्रा:।। रथो॑ह। ह॒वां॒। वा॒मृ॒त॒जा:। ऋ॒त॒जाअद्रि॑जूत:। ऋ॒त॒जाइत्यृ॑त॒ऽजा:। अद्रि॑जूत॒:परि॑। परि॒द्यावा॑पृथि॒वी। द्यावा॑पृथि॒वीया॑ति। द्यावा॑पृथि॒वीइति॒द्यावा॑पृथि॒वी। या॒ति॒स॒द्य:। स॒द्यइति॑स॒द्य:।।
3.58.9	अश्वि॑नामधु॒सुत्त॑म:। म॒धु॒सुत्त॑मोयु॒वाकु॑:। म॒धु॒सुत्त॑म॒इति॑म॒धु॒सुत्ऽत॑म:। यु॒वाकु॒स्सोम॑:। सोम॒स्तं। तंपा॑त। पा॒त॒माग॑तं। आग॑तं। ग॒तं॒दु॒रो॒णे। दु॒रो॒णइति॑दु॒रो॒णे।। रथो॑हवां॒भूरि॑। भूरि॒वर्प॑:। वर्प॒:करि॑क्रत्। करि॑क्रत्सु॒ताव॑त:। सु॒ताव॑तोनिष्कृ॒तं। सु॒तव॑त॒इति॑सु॒तऽव॑त:। नि॒ष्कृ॒तमाग॑मिष्ठ:। नि॒:कृ॒त॒मिति॑नि॒:ऽकृ॒तं। आग॑मिष्ठ॒इत्याऽग॑मिष्ठ:।।4।।
3.59.1	मि॒त्रोजना॑न्। जना॑न्यातयति। या॒त॒य॒ति॒ब्रु॒वा॒ण:। ब्रु॒वा॒णोमि॒त्र:। मि॒त्रोदा॑धार। दा॒धा॒र॒पृ॒थि॒वीं। पृ॒थि॒वीमु॒त। उ॒तद्यां। द्यामिति॒द्यां।। मि॒त्र:कृ॒ष्टी:। कृ॒ष्टीरनि॑मिषा। अनि॑मिषा॒भि। अनि॑मि॒षेत्यनि॑ऽमिषा। अ॒भिच॑ष्टे। च॒ष्टे॒मि॒त्राय॑। मि॒त्राय॑ह॒व्यं। ह॒व्यंघृ॒तव॑त्। घृ॒तव॑ज्जुहोत। घृ॒तव॒दिति॑घृ॒तऽव॑त्। जु॒हो॒तेति॑जुहोत।।
3.59.2	प्रसः। समि॑त्र:। मि॒त्रो॒मर्तः॑। मर्तो॑अस्तु। अ॒स्तु॒प्रय॑स्वान्। प्रय॑स्वा॒न्यः। यस्ते॑। त॒आ॒दि॒त्य:। आ॒दि॒त्यशिक्ष॑ति। शिक्ष॑तिव्र॒तेन॑। व्र॒तेनेति॑व्र॒तेन॑।। नह॑न्यते। ह॒न्य॒ते॒न। नजी॑यते। जी॒य॒ते॒त्वोत॑:। त्वोतो॒न। त्वोतेति॒त्वाऽऊ॑त:। नैनं॑। ऐ॒न॒मंह॑:। अंहो॑अश्नोति। अ॒श्नो॒त्यन्ति॑त:। अन्ति॑तो॒त। उ॒तदू॒रात्। दू॒रादिति॑दू॒रात्।।
3.59.3	अ॒न॒मी॒वा॒स॒इळ॑या। इळ॑या॒मद॑न्त:। मद॑न्तोमि॒तज्ञ॑व:। मि॒तज्ञ॑वो॒वरि॑मन्। मि॒तज्ञ॑व॒इति॑मि॒तऽज्ञ॑व:। वरि॑म॒न्नापृ॑थि॒व्या:। आपृ॑थि॒व्या:। पृ॒थि॒व्याइति॑पृ॒थि॒व्या:।। आ॒दि॒त्यस्य॑व्र॒तं। व्र॒तमु॑पक्षि॒यन्त॑:। उ॒प॒क्षि॒यन्तो॑व॒यं। उ॒प॒क्षि॒यन्त॒इत्यु॑प॒ऽक्षि॒यन्त॑:। व॒यंदे॒वस्य॑। दे॒वस्य॑सुम॒तौ। सु॒म॒तौस्या॑म। सु॒म॒ताविति॑सु॒ऽम॒तौ। स्यामेति॑स्याम।।
3.59.4	अ॒यंमि॒त्रः। मि॒त्रोन॑म॒स्य॑:। न॒म॒स्य॑स्सु॒शेव॑:। सु॒शेवो॒राजा॑। सु॒शेव॒इति॑सु॒ऽशेव॑:। राजा॑सुक्ष॒त्र:। सु॒क्ष॒त्रोअ॑जनिष्ट। सु॒क्ष॒त्रइति॑सु॒ऽक्ष॒त्र:। अज॑निष्टवे॒धा:। वे॒धाइति॑वे॒धा:।। तस्य॑व॒यंसु॑म॒तौय॒ज्ञिय॒स्यापि॑भ॒द्रेसौ॑मनसे॒स्या॑म।।
3.59.5	म॒हाँआ॑दि॒त्य:। आ॒दि॒त्योनम॑सा। नम॑सोप॒सद्य॑:। उ॒प॒सद्यो॑यात॒यज्ज॑न:। उ॒प॒सद्य॒इत्यु॑प॒ऽसद्य॑:। या॒त॒यज्ज॑नोगृण॒ते। गृ॒ण॒तेसु॒शेव॑:। सु॒शेव॒इति॑सु॒ऽशेव॑:।। तस्मा॑ए॒तत्। ए॒तत्पन्य॑तमाय। पन्य॑तमाय॒जुष्टं॑। पन्य॑तमा॒येति॒पन्य॑ऽतमाय। जुष्ट॑म॒ग्नौ। अ॒ग्नौमि॒त्राय॑। मि॒त्राय॑ह॒वि:। ह॒विराजु॑होत। आजु॑होत। जु॒हो॒तेति॑जुहोत।। 5।।
3.59.6	मि॒त्रस्य॑चर्षणी॒धृत॑:। च॒र्ष॒णीधृतोव॑:। च॒र्ष॒णि॒धृत॒इति॑च॒र्ष॒णि॒ऽधृत॑:। अवो॑दे॒वस्य॑। दे॒वस्य॑सान॒सि। सा॒न॒सीति॑सा॒न॒सि।। द्यु॒म्नंचि॒त्रश्र॑ववस्तमं। चि॒त्रश्र॑वस्तम॒मिति॑चि॒त्रश्र॑व:ऽ तमं।।
3.59.7	अ॒भिय:। योम॑हि॒ना। म॒हि॒नादिवं॑। दि॒वंमि॒त्रः। मि॒त्रोब॒भूव॑। ब॒भूव॑स॒प्रथा॑:। स॒प्रथा॒इति॑स॒ऽप्रथा॑:।। अ॒भिश्रवो॑भि:। श्रवो॑भि:पृथि॒वीं। श्रवो॑भि॒रिति॒श्रव॑:ऽभि:। पृ॒थि॒वीमिति॑पृ॒थि॒वीं।।
3.59.8	मि॒त्राय॒पञ्च॑। पञ्च॑येमिरे। ये॒मि॒रे॒जना॑:। जना॑अ॒भिष्टि॑शवसे। अ॒भिष्टि॑शवस॒इत्य॒भिष्टि॑ऽशवसे।। सदे॒वान्। दे॒वान्विश्वा॑न्। विश्वा॑न्बिभर्ति। बि॒भ॒र्तीति॑बिभर्ति।।
3.59.9	मि॒त्रोदे॒वेषु॑। दे॒वेष्वा॒युषु॑। आ॒युषु॒जना॑य। जना॑यवृ॒क्तब॑र्हिषे। वृ॒क्तब॑र्हिष॒इति॑वृ॒क्तऽब॑र्हिषे।। इष॑इ॒ष्टव्र॑ता:। इ॒ष्टव्र॑ताअक:। इ॒ष्टव्र॑ता॒इती॒ष्टऽव्र॑ता:। अ॒क॒रित्य॑क:।। 6।।
3.60.1	इ॒हेह॑वो॒मन॑सा। इ॒हेह॑व॒इती॒हऽइ॑ह। वो॒मन॑सा। मन॑साब॒न्धुता॑। ब॒न्धुता॑नर:। न॒र॒उ॒शिज॑:। उ॒शिजो॑जग्मु:। ज॒ग्मु॒र॒भि। अ॒भितानि॑। तानि॒वेद॑सा। वेद॒सेति॒वेद॑सा।। याभि॑र्मा॒याभि॑:। मा॒याभि॒:प्रति॑जूतिवर्पस:। प्रति॑जूतिवर्पस॒स्सौध॑न्वना:। प्रति॑जूतिवर्पस॒इति॒प्रति॑जूतिऽवर्पस:। सौध॑न्वनाय॒ज्ञियं॑। य॒ज्ञियं॑भा॒गं। भा॒गमा॑न॒स। आ॒न॒शेत्या॑न॒श।।
3.60.2	याभि॒श्शची॑भिः। शची॑भिश्च॒मसान्। च॒म॒साँअपिं॑शत। अपिं॑शत॒यया॑। यया॑धि॒या। धि॒यागां। गामरि॑णीत। अरि॑णीत॒चर्म॑ण:। चर्म॑ण॒इति॒चर्म॑ण:।। येन॒हरी॑। हरी॒मन॑सा। मन॑सानि॒रत॑क्षत। नि॒रत॑क्षत॒तेन॑। नि॒रत॑क्ष॒तेति॑नि॒:ऽअत॑क्षत। तेन॑देव॒त्वं। दे॒व॒त्वमृ॑भव:। दे॒व॒त्वमिति॑दे॒व॒ऽत्वं। ऋ॒भ॒व॒स्सं। समा॑न॒श। आ॒न॒शेत्या॑न॒श।।
3.60.3	इन्द्र॑स्यस॒ख्यं। स॒ख्यमृ॒भव॑ः। ऋ॒भव॒स्सं। समा॑न॒शु:। आ॒न॒शुर्मनो॑:। मनो॒र्नपा॑त:। नपा॑तोअ॒पस॑:। अ॒पसो॑दधन्विरे। द॒ध॒न्वि॒र॒इति॑दधन्विरे।। सौध॑न्वनासोअमृत॒त्वं। अ॒मृ॒त॒त्वमे॑रिरे। अ॒मृ॒त॒त्वमित्य॑मृ॒त॒ऽत्वं। ए॒रि॒रे॒। ई॒रि॒रे॒वि॒ष्ट्वी। वि॒ष्ट्वीशमी॑भि:। शमी॑भिस्सु॒कृत॑:। सु॒कृत॑स्सुकृ॒त्यया॑। सु॒कृत॒इति॑सु॒ऽकृत॑:। सु॒कृ॒त्ययेति॑सु॒ऽकृ॒त्यया॑।।
3.60.4	इन्द्रे॑णयाथ। या॒थ॒स॒रथं॑। स॒रथं॑सु॒ते। स॒रथ॒मिति॑स॒ऽरथं॑। सु॒तेसचा॑। सचाँ॒अथो॑। अथो॒वशा॑नां। अथो॒इत्यथो॑। वशा॑नांभवथ। भ॒व॒था॒स॒ह। स॒हश्रि॒या। श्रि॒येति॑श्रि॒या।। नव॑:। व॒:प्र॒ति॒मैः। प्र॒ति॒मैस्सु॑कृ॒तनि॑। सु॒कृ॒तानि॑वाघत:। सु॒कृ॒तानीति॑सु॒ऽकृ॒तानि॑। वा॒घ॒त॒स्सौध॑न्वना:। सौध॑न्वनाऋ॒भव॑:। ऋ॒भ॒वो॒वी॒र्या॑णि। वी॒र्या॑णिच। चेति॑च।।
3.60.5	इन्द्र॑ऋ॒भुभि॑:। ऋ॒भुभि॒र्वाज॑वद्भि:। ऋ॒भुभि॒रित्यृ॒भुऽभि॑:। वाज॑वद्भि॒समु॑क्षितं। वाज॑वद्भि॒रिति॒वाज॑वत्ऽभि:। समु॑क्षितंसु॒तं। समु॑क्षित॒मिति॒संऽउ॑क्षितं। सु॒तंसोमं॑। सोम॒मावृ॑षस्व। आवृ॑षस्व। वृ॒ष॒स्वा॒गभ॑स्त्यो:। गभ॑स्त्यो॒रिति॒गभ॑स्त्यो:।। धि॒येषि॒त:। इ॒षि॒तोम॑घवन्। म॒घ॒व॒न्दा॒शुष॑:। दा॒शुषो॑गृ॒हे। गृ॒हेसौ॑धन्व॒नेभि॑:। सौ॒ध॒न्वनेभि॑स्स॒ह। स॒हम॑त्स्व। म॒त्स्वा॒नृभि॑:। नृभि॒रिति॒नृऽभि॑:।
3.60.6	इन्द्र॑ऋभु॒मान्। ऋ॒भु॒मान्वाज॑वान्। ऋ॒भु॒मानित्यृ॑भु॒ऽमान्। वाज॑वान्मत्स्व। वाज॑वा॒निति॒वाज॑ऽवान्। मत्स्वे॒ह। इ॒हन॑:। नो॒स्मिन्। अ॒स्मिन्त्सव॑ने। सव॑ने॒शच्या॑। शच्या॑पुरुष्टुत। पु॒रु॒स्तु॒तेति॑पुरुऽस्तुत।। इ॒मानि॒तुभ्यं॑। तुभ्यं॒स्वस॑राणि। स्वस॑राणियेमिरे। ये॒मि॒रे॒व्र॒ता। व्र॒तादे॒वानां॑। दे॒वाना॒मनु॑ष:। मनु॑षश्च। च॒धर्म॑भि:। धर्म॑भि॒रिति॒धर्म॑ऽभि:।।
3.60.7	इन्द्र॑ऋ॒भुभि॑:। ऋ॒भुभि॒र्वाज॑यन्। ऋ॒भुभि॒रित्यृ॒भुऽभि॑:। वा॒जय॑न्नि॒ह। इ॒हस्तोमं॑। स्तोमं॑जरि॒तुः। ज॒रि॒तुरुप॑। उप॑याहि। या॒हि॒य॒ज्ञियं॑। य॒ज्ञिय॒मिति॑य॒ज्ञियं॑।। श॒तंकेते॑भि:। केते॑भिरिषि॒रेभि॑ः। इरि॒षेभि॑रा॒यवे॑। आ॒यवे॑स॒हस्र॑णीथः। स॒हस्र॑णीथोअध्व॒रस्य॑। स॒हस्र॑णीथ॒इति॑स॒हस्र॑ऽनीथ:। अ॒ध्व॒रस्य॒होम॑नि। होम॒नीति॒होम॑नि।। 7।।
3.61.1	उषो॒वाजे॑न। वाजे॑नवाजिनि। वा॒जि॒नि॒प्रभू॑ता:। प्रभू॑ता॒स्स्तोमं॑। प्रभू॒तेति॒प्रऽभू॑ता:। स्तोमं॑जुषस्व। जु॒ष॒स्व॒गृ॒ण॒ते। गृ॒ण॒तेम॑घोनि। म॒घो॒नीति॑मघोनि।। पु॒रा॒णीदे॑वि। दे॒वि॒यु॒व॒ति:। यु॒व॒ति:पुर॑न्धिः। पुर॑न्धि॒रनु॑। पुर॑न्धि॒रिति॒पुरं॑ऽधिः। अनु॑व्र॒तं। व्र॒तंच॑रसि। च॒र॒सि॒वि॒श्व॒वा॒रे॒। वि॒श्व॒वा॒र॒इति॑विश्वऽवारे।।
3.61.2	उषो॑देवि। दे॒व्यम॑र्त्या। अम॑र्त्या॒वि। विभा॑हि। भा॒हि॒च॒न्द्रव॑ता। च॒न्द्रर॑थासू॒नृता॑:। च॒न्द्रर॒थेति॑च॒न्द्रऽर॑था:। सू॒नृता॑ई॒रय॑न्ती। ई॒रय॒न्तीती॒रय॑न्ति।। आत्वा॑। त्वा॒व॒ह॒न्तु॒। व॒ह॒न्तु॒सु॒यमा॑स:। सु॒यमा॑सो॒अश्वा॑:। अश्वा॒हिर॑ण्यवर्णा:। हिर॑ण्यवर्णा:पृथु॒पाज॑स:। हिर॑ण्यवर्णा॒इति॒हिर॑ण्यऽवर्णा:। पृ॒थु॒पाज॑सो॒ये। पृ॒थु॒पाज॑स॒इति॑पृ॒थु॒ऽपाज॑स:। यइति॒ये।।
3.61.3	उष॑:प्रती॒ची। प्र॒ती॒चीभुव॑नानि। भुव॑नानि॒विश्वा॑। विश्वो॒र्ध्वा। ऊ॒र्ध्वाति॑ष्ठसि। ति॒ष्ठ॒स्य॒मृत॑स्य। अ॒मृत॑स्यके॒तु:। के॒तुरिति॑के॒तु:।। स॒मा॒नमर्थं॑। अर्थं॑चरणी॒यमा॑ना। च॒र॒णी॒यमा॑नाच॒क्रमि॑व। च॒क्रमि॑व॒नव्य॑सि। च॒क्रमि॒वेति॑च॒क्रंऽइ॑व। नव्य॒स्याव॑वृत्स्व। आव॑वृत्स्व। व॒वृ॒त्स्वेति॑ववृत्स्व।।
3.61.4	अव॒स्यूमे॑व। स्यूमे॑वचिन्व॒ती। स्यूमे॒वेति॒स्यूमा॑ऽइव। चि॒न्व॒तीम॒घोनी॑। म॒घोन्यु॒षा:। उ॒षाया॑ति। या॒ति॒स्वस॑रस्य। स्वस॑रस्य॒पत्नी॑। पत्नीति॒पत्नी॑।। स्व॑र्जन॑न्ती। जन॑न्तीसु॒भगा॑। सु॒भगा॑सु॒दंसा॑:। सु॒भेति॑सु॒ऽभगा॑। सु॒दंसा॒आन्ता॑त्। सु॒दंसा॒इति॑सु॒ऽदंसा॑:। आन्ता॑त्। अन्ता॑द्दि॒व:। दि॒व:प॑प्रथे। प॒प्र॒थ॒आपृ॑थि॒व्या:। आपृ॑थि॒व्या:। पृ॒थि॒व्याइति॑पृ॒थि॒व्या:।।
3.61.5	अच्छा॑व:। वो॒दे॒वीं। दे॒वीमु॒षसं॑। उ॒षसं॑विभा॒तीं। वि॒भा॒तींप्र। वि॒भा॒तीमिति॑वि॒ऽभा॒तीं। प्रव॑:। वो॒भ॒र॒ध्वं॒। भ॒र॒ध्वं॒नम॑सा। नम॑सासुवृ॒क्तिं। सु॒वृ॒क्तिमिति॑सु॒ऽवृ॒क्तिं।। ऊ॒ध्वंम॑धु॒धा। म॒धु॒धादि॒वि। म॒धु॒धाइति॑म॒धु॒ऽधा:। दि॒विपाज॑:। पाजो॑अश्रेत्। अ॒श्रे॒त्प्र। प्ररो॑च॒ना। रो॒च॒नारु॑रुचे। रु॒रु॒चेर॒ण्वसं॑दृक्। र॒ण्वसं॑दृ॒गिति॑र॒ण्वऽसं॑दृक्।।
3.61.6	ऋ॒ताव॑रीदि॒व:। ऋ॒तव॑री॒रित्यृ॒तऽव॑री। दि॒वोअ॒र्कै:। अ॒र्कैर॑बोधि। अ॒बो॒ध्यारे॒वेती॑:। आरे॒वती॑। रे॒वती॒रोद॑सी। रोद॑सीचि॒त्रं। रोद॑सी॒इति॒रोद॑सी। चि॒त्रम॑स्थात्। अ॒स्था॒दित्य॑स्थात्।। आ॒य॒तीम॑ग्ने। आ॒य॒तीत्या॒ऽय॒ती। अ॒ग्न॒उ॒षसं॑। उ॒षसं॑विभा॒तीं। वि॒भा॒तींवा॒मं। वि॒भा॒तीमिति॑वि॒ऽभा॒तीं। वा॒ममे॑षि। ए॒षि॒द्रवि॑णं। द्रवि॑णं॒भिक्ष॑माण:। भिक्ष॑माण॒इति॒भिक्ष॑माण:।।
3.61.7	ऋ॒तस्य॑बु॒ध्ने। बु॒ध्नउ॒षसां॑। उ॒षसा॒मिष॑ण्यन्। इष॑ण्य॒न्वृषा॑। वृषा॑म॒ही। म॒हीरोद॑सी। म॒हीइति॑म॒ही। रोद॑सी॒आवि॑वेश। रोद॑सी॒इति॒रोद॑सी। आवि॑वेश। वि॒वे॒शेति॑विवेश।। म॒हीमि॒त्रस्य॑। मि॒त्रस्य॒वरु॑णस्य। वरु॑णस्यमा॒या। मा॒याच॒न्द्रेव॑। च॒न्द्रेव॑भा॒नुं। च॒न्द्रेवेति॑च॒न्द्राऽइ॑व। भा॒नुंवि। विद॑धे। द॒धे॒पु॒रु॒त्रा। पु॒रु॒त्रेति॑पु॒रु॒ऽत्रा।। 8।।
