levelket	text
9.103.3	त्रीणि॑त्रि॒तस्य॑। त्रि॒तस्य॒धार॑या। धार॑यापृ॒ष्ठेषु॑। पृ॒ष्ठेष्वेर॑या। एर॑य। ई॒र॒या॒र॒यिं। र॒यिमिति॑र॒यिं।। मिमी॑तेअस्य। अ॒स्य॒योज॑ना। योज॑ना॒वि। विसु॒क्रतु॑:। सु॒क्रतु॒रिति॑सु॒ऽक्रतु॑:।।
9.103.4	ज॒ज्ञा॒नंस॒प्त। स॒प्तमा॒तर॑:। मा॒तरो॑वे॒धां। वे॒धाम॑शासत। अ॒शा॒स॒त॒श्रि॒ये। श्रि॒यइति॑श्रि॒ये।। अ॒यंध्रु॒व:। ध्रु॒वोर॑यी॒णां। र॒यी॒णांचिके॑त। चिके॑त॒यत्। यदिति॒यत्।।
9.103.5	अस्य॑व्र॒ते। व्र॒तेस॒जोष॑स:। स॒जोष॑सो॒विश्वे॑। स॒जोष॑स॒इति॑स॒ऽजोष॑स:। विश्वे॑दे॒वास॑:। दे॒वासो॑अ॒द्रुह॑:। अ॒द्रुह॒इत्य॒द्रुह॑:।। स्पा॒र्हाभ॑वन्ति। भ॒व॒न्ति॒रन्त॑य:। रन्त॑योजु॒षन्त॑। जु॒षन्त॒यत्। यदिति॒यत्।। 4।।
9.103.6	यमी॒गर्भं॑। ईमि॒तीं॑। गर्भ॑मृता॒वृध॑:। ऋ॒ता॒वृधो॑दृ॒शे। ऋ॒त॒वृध॒इत्यृ॑त॒ऽवृध॑:। दृ॒शेचारुं॑। चारु॒मजीज॑नन्। अजी॑जन॒न्नित्यजी॑जनन्।। क॒विम्मंहि॑ष्ठं। महि॑ष्ठमध्व॒रे। अ॒ध्व॒रेपु॑रु॒स्पृहं॑। पु॒रु॒स्पृह॒मिति॑पु॒रु॒ऽस्पृहं॑।।
9.104.1	प्रपु॑ना॒नाय॑। पु॒ना॒नाय॒वेध॑से। वेध॑से॒सोमा॑य। सोमा॑य॒वच॑:। वच॒उद्य॑तं। उद्य॑त॒मित्युत्ऽय॑तं।। भृ॒तिन्न। नभ॑र। भ॒रा॒म॒तिभि॑:। म॒तिभि॒र्जुजो॑षते। म॒तिभि॒रिति॑म॒तिऽभि॑:। जुजो॑षत॒इति॒जुजो॑षते।।
9.104.2	परि॒वारा॑णि। वारा॑ण्य॒व्यया॑। अ॒व्यया॒गोभि॑:। गोभि॑रञ्जा॒न:। अ॒ञ्जा॒नोअ॑र्षति। अ॒र्ष॒तीत्य॑र्षति।। त्रीष॒धस्था॑। स॒धस्था॑पुना॒न:। स॒धस्थेति॑स॒धऽस्था॑। पु॒ना॒न:कृ॑णुते। कृ॒णु॒ते॒हरि॑:। हरि॒रिति॒रिहरि॑:।।
9.104.3	परि॒कोशं॑। कोशं॑मधु॒श्चुतं॑। म॒धु॒श्चुत॑म॒व्यये॑। म॒धु॒श्चुत॒मिति॑म॒धु॒ऽश्चुतं॑। अ॒व्यये॒वारे॑। वारे॑अर्षति। अ॒र्ष॒तीत्य॑र्षति।। अ॒भिवाणी॑:। वाणी॒र्ऋषी॑णां। ऋषी॑णांस॒प्त। स॒प्तनू॑षत। नू॒ष॒तेति॑नूषत।।
9.104.4	परि॑णे॒ता। ने॒ताम॑ती॒नां। म॒ती॒नांवि॒श्वदे॑व:। वि॒श्वदे॑वो॒अदा॑भ्य:। वि॒श्वदे॑व॒इति॑वि॒श्वऽदे॑व:। अदा॑भ्य॒इत्य॑दाभ्य:।। सोम॑:पुना॒न:। पु॒ना॒नश्च॒म्वो॑:। च॒म्वो॑र्विशत्। वि॒श॒द्धरि॑:। हरि॒रिति॒हरि॑:।।
9.104.5	परि॒दैवी॑:। दैवी॒रनु॑। अनु॑स्व॒धा:। स्व॒धाइन्द्रे॑ण। इन्द्रे॑णयाहि। या॒हि॒स॒रथं॑। स॒रथ॒मिति॑स॒ऽरथं॑।। पु॒ना॒नोवा॒घत्। वा॒घद्वा॒घद्भि॑:। वा॒घद्भि॒रम॑र्त्य:। वा॒घद्भि॒रिति॑वा॒घत्ऽभि॑:। अम॑र्त्य॒इत्यम॑र्त्य:।।
9.104.6	परि॒सप्ति॑:। सप्ति॒र्न। नवा॑ज॒यु:। वा॒ज॒युर्दे॒व:। वा॒ज॒युरिति॑वा॒ज॒ऽयु:। दे॒वोदे॒वेभ्य॑:। दे॒वेभ्य॑स्सु॒त:। सु॒तइति॑सु॒त:।। व्या॒न॒शि:पव॑मान:। व्या॒न॒शिरिति॑वि॒ऽआ॒न॒शि:। पव॑मानो॒वि। विधा॑वति। धा॒व॒तीति॑धावति।। 6।।
9.105.1	सखा॑य॒आनि। आनि। निषी॑दत। सी॒द॒त॒पु॒ना॒नाय॑। सी॒द॒तेति॑सीदत। पु॒ना॒नाय॒प्र। प्रगा॑यत। गा॒य॒तेति॑गायत।। शिशु॒न्न। नय॒ज्ञै:। य॒ज्ञै:परि॑। परि॑भूषत। भू॒ष॒त॒श्रि॒ये। श्रि॒यइति॑श्रि॒ये।।
9.105.2	समी॑व॒त्सं। ई॒मितीं॑। व॒त्सन्न। नमा॒तृभि॑:। मा॒तृभि॑स्सृ॒जत॑। मा॒तृभि॒रिति॑मा॒तृऽभि॑:। सृ॒जता॑गय॒साध॑नं। ग॒य॒साध॑न॒मिति॑ग॒य॒ऽसाध॑नं।। दे॒वा॒व्यंमदं॑। दे॒वा॒व्य॑मिति॑दे॒व॒ऽअ॒व्यं॑। मद॑म॒भि। अ॒भिद्विश॑वसं। द्विश॑वस॒मिति॒द्विऽश॑वसं।।
9.105.3	पु॒नाता॑दक्ष॒साध॑नं। द॒क्ष॒साध॑नं॒यथा॑। द॒क्ष॒साध॑न॒मिति॑द॒क्ष॒ऽसाध॑नं। यथा॒शर्धा॑य। शर्धा॑यवी॒तये॑। वी॒तय॒इति॑वी॒तये॑।। यथा॑मि॒त्राय॑। मि॒त्राय॒वरु॑णाय। वरु॑णाय॒शन्त॑म:। शन्त॑म॒इति॒शंऽत॑म:।।
9.105.4	अ॒स्मभ्यं॑त्वा। त्वा॒व॒सु॒विदं॑। व॒सु॒विद॑म॒भि। व॒सु॒विद॒मिति॑व॒सु॒ऽविदं॑। अ॒भिवाणी॑:। वाणी॒रनू॑षत। अनू॑ष॒तेत्यनू॑षत।। गोभि॑ष्टे। ते॒वर्णं॑। वर्ण॑म॒भि। अ॒भिवा॑सयामसि। वा॒स॒या॒म॒सीति॑वासयामसि।।
9.105.5	सन॑:। नो॒म॒दा॒नां॒। म॒दा॒नां॒प॒ते॒। प॒त॒इन्दो॑। इन्दो॑दे॒वप्स॑रा: इ॒न्दो॒इती॑न्दो। दे॒वप्स॑राअसि। दे॒वप्स॑रा॒इति॑दे॒वऽप्स॑रा:। अ॒सीत्य॑सि।। सखे॑व॒सख्ये॑। सखे॒वेति॒सखा॑ऽइव। सख्ये॑गातु॒वित्त॑म:। गा॒तु॒वित्त॑मोभव। गा॒तु॒वित्त॑म॒इति॑गा॒तु॒वित्ऽत॑म:। भ॒वेति॑भव।।
9.105.6	सने॑मिकृ॒धि। कृ॒ध्यस्मत्। अ॒स्मदार॒क्षसं॑। आर॒क्षसं॑। र॒क्षसं॒कं। कञ्चि॑त्। चि॒द॒त्रिणं॑। अ॒त्रिण॒मित्य॒त्रिणं॑।। अ॒पादे॑वं। दे॒वं॒द्व॒युं। द्व॒युमंह॑:। अंहो॑युयोधि। यु॒यो॒धि॒न॒:। न॒इति॑न:।। 7।।
9.106.1	तंव॑:। व॒स्सखा॑य:। सखा॑यो॒मदा॑य। मदा॑यपुना॒नं। पु॒ना॒नम॒भि। अ॒भिगा॑यत। गा॒य॒तेति॑गायत।। शिशु॒न्नय॒ज्ञैस्व॑दयन्तगू॒र्तिभि॑:। गू॒र्तिभि॒रिति॑गू॒र्तिऽभि॑:।।
9.106.2	संव॒त्सइ॑व। व॒त्सइ॑वमा॒तृभि॑:। व॒त्सइ॒वेति॑व॒त्स:ऽइ॑व। मा॒तृभि॒रिन्दु॑:। मा॒तृभि॒रिति॑मा॒तृऽभि॑:। इन्दु॑र्हिन्वा॒न:। हि॒न्वा॒नोअ॑ज्यते। अ॒ज्य॒त॒इत्य॑ज्यते।। दे॒वा॒वीर्मद॑:। दे॒वा॒वीरिति॑दे॒व॒ऽअ॒वी:। मदो॑म॒तिभि॑:। म॒तिभि॒:परि॑ष्कृत:। परि॑कृत॒इति॒परि॑ऽकृत:।।
9.106.3	अ॒यंदक्षा॑य। दक्षा॑य॒साध॑न:। साध॑नो॒यं। अ॒यंशर्धा॑य। शर्धा॑यवी॒तये॑। वी॒तय॒इति॑वी॒तये॑।। अ॒यंदे॒वेभ्य॑:। दे॒वेभ्यो॒मधु॑मत्तम:। मधु॑मत्तमस्सु॒त:। मधु॑मत्तम॒इति॒मधु॑मत्ऽतम:। सु॒तइति॑सु॒त:।।
9.106.4	गोम॑न्न:। गोम॒दिति॒गोऽम॑त्। न॒इ॒न्दो॒। इ॒न्दो॒अश्व॑वत्। इ॒न्दो॒इती॑न्दो। अश्व॑वत्सु॒त:। अश्व॑व॒दित्यश्व॑ऽवत्। सु॒तस्सु॑दक्ष। सु॒द॒क्ष॒ध॒न्व॒। सु॒द॒क्षेति॑सुऽदक्ष। ध॒न्वेति॑धन्व।। शुचि॑न्ते। ते॒वर्णं॑। वर्ण॒मधि॑। अधि॒गोषु॑। गोषु॑दीधरं। दी॒ध॒र॒मिति॑दीधरं।।
9.106.5	सन॑:। नो॒ह॒री॒णां॒। ह॒री॒णां॒प॒ते॒। प॒त॒इन्दो॑। इन्दो॑दे॒वप्स॑रस्तमः। इ॒न्दो॒इती॑न्दो। दे॒वप्स॑रस्तम॒इति॑दे॒वप्स॑र:ऽतम:।। सखे॑व॒सख्ये॑। सखे॒वेति॒सखा॑ऽइव। सख्ये॒नर्य॑:। नर्यो॑रु॒चे। रु॒चेभ॑व। भ॒वेति॑भव।।
9.106.6	सने॑मि॒त्वं। त्वम॒स्मत्। अ॒स्मदाँअदे॑वं। एत्या। अदे॑वं॒कं। कञ्चि॑त्। चि॒द॒त्रिणं॑। अ॒त्रिण॒मित्य॒त्रिणं॑।। सा॒ह्वाँइ॑न्दो। स॒ह्वानिति॑स॒ह्वान्। इ॒न्दो॒परि॑। इ॒न्दो॒इती॑न्दो। परि॒बाध॑:। बाधो॒अप॑। अप॑द्व॒युं। द्व॒युमिति॑द्व॒युं।।8।।
9.107.1	इन्द्र॒मच्छ॑। अच्छ॑सु॒ता:। सु॒ताइ॒मे। इ॒मेवृष॑णं। वृष॑णंयन्तु। य॒न्तु॒हर॑य:। हर॑य॒इति॒हर॑य:।। श्रु॒ष्टीजा॒तास॑:। जा॒तास॒इन्द॑व:। इन्द॑वस्स्व॒र्विद॑:। स्व॒र्विद॒इति॑स्व॒:ऽविद॑:।।
9.107.2	अ॒यंभरा॑य। भरा॑यसान॒सि:। सा॒न॒सिरिन्द्रा॑य। इन्द्रा॑यपवते। प॒व॒ते॒सु॒त:। सु॒तइति॑सु॒त:।। सोमो॒जैत्र॑स्य। जैत्र॑स्यचेतति। चे॒त॒ति॒यथा॑। यथा॑वि॒दे। वि॒दइति॑वि॒दे।।
9.107.3	अ॒स्येदिन्द्रो॒मदे॒ष्वाग्रा॒भंगृ॑भ्णीत। गृ॒भ्णी॒त॒सा॒न॒सिं। सा॒न॒सिमिति॑सा॒न॒सिं।। वज्र॑ञ्च। च॒वृष॑णं। वृष॑णंभरत्। भ॒र॒स्सं। सम॑प्सु॒जित्। अ॒प्सु॒जितित्य॑प्सु॒ऽजित्।।
9.107.4	प्रध॑न्व। ध॒न्वा॒सो॒म॒। सो॒म॒जागृ॑वि:। जागृ॑वि॒रिन्द्रा॑य। इन्द्रा॑यपवतेसु॒त:।। द्यु॒मन्तं॒शुष्मं॑। द्यु॒मन्त॒मिति॑द्यु॒ऽमन्तं॑। शुष्म॒माभ॑र। आभ॑र। भ॒रा॒स्व॒र्विदं॑। स्व॒र्विद॒मिति॑स्व॒:ऽविदं॑।।
9.107.5	इन्द्रा॑य॒वृष॑णं। वृष॑ण॒म्मदं॑। मदं॒पव॑स्व। पव॑स्ववि॒श्वद॑र्शत:। वि॒श्वद॑र्शत॒इति॑वि॒श्वऽद॑र्शत:।। स॒हस्र॑यामापथि॒कृत्। स॒हस्र॑या॒मेति॑स॒हस्रऽया॑मा। प॒थि॒कृद्वि॑चक्ष॒ण:। प॒थि॒कृदिति॑प॒थि॒ऽकृत्। वि॒च॒क्ष॒णइति॑वि॒ऽच॒क्ष॒ण:।। 9।।
9.107.6	अ॒स्मभ्यं॑गातु॒वित्त॑म:। गा॒तु॒वित्त॑मोदे॒वेभ्य॑:। गा॒तु॒वित्त॑म॒इति॑गा॒तु॒वित्ऽत॑म:। दे॒वेभ्यो॒मधु॑मत्तम:। मधु॑मत्तम॒इति॒मधु॑मत्ऽतम:।। स॒हस्रं॑याहि। या॒हि॒प॒थिभि॑:। प॒थिभि॒:कनि॑क्रदत्। प॒थिभि॒रिति॑प॒थिऽभि॑:। कनि॑क्रद॒दिति॒कनि॑क्रदत्।।
9.107.7	पव॑स्वदे॒ववी॑तये। दे॒ववी॑तय॒इन्दो॑। दे॒ववी॑तय॒इति॑दे॒वऽवी॑तये। इन्दो॒धारा॑भि:। इन्दो॒इतीन्दो॑। धारा॑भि॒रोज॑सा। ओज॒सेत्योज॑सा।। आक॒लशं॑। क॒लशं॒मधु॑मान्। मधु॑मान्त्सोम। मधु॑मा॒निति॒मधु॑ऽमान्। सो॒म॒न॒:। न॒स्स॒द॒:। स॒द॒इति॑सद:।।
9.107.8	तव॑द्र॒प्सा:। द्र॒प्साउ॑द॒प्रुत॑:। उ॒द॒प्रुत॒इन्द्रं॑। उ॒द॒प्रुत॒इत्यु॑द॒ऽप्रुत॑:। इन्द्र॒म्मदा॑य। मदा॑यवावृधु:। व॒वृ॒धु॒रिति॑ववृधु:।। त्वांदे॒वास॑:। दे॒वासो॑अ॒मृता॑य। अ॒मृता॑य॒कं। कंप॑पु:। प॒पु॒रिति॑पपु:।।
9.107.9	आन॑:। न॒स्सु॒ता॒स॒:। सु॒ता॒स॒इ॒न्द॒व॒:। इ॒न्द॒व॒:पु॒ना॒ना:। पु॒ना॒नाधा॑वत। धा॒व॒ता॒र॒यिं। र॒यिमिति॑र॒यिं।। वृ॒ष्टिद्या॑वोरीत्याप:। वृ॒ष्टिद्या॑व॒इति॑वृ॒ष्टिऽद्या॑व:। री॒त्या॒प॒स्स्व॒र्विद॑:। री॒त्या॒प॒इति॑रीतिऽआप:। स्व॒र्विद॒इति॑स्व॒ऽर्विद॑:।।
9.107.10	सोम॑:पुना॒न:। पु॒ना॒नऊ॒र्मिणा॑। ऊ॒र्मिणाव्य॑:। अव्यो॒वारं॑। वारं॒वि। विधा॑वति। धा॒व॒तीति॑धावति।। अग्रे॑वा॒च:। वा॒च:पव॑मान:। पव॑मान॒ःकनि॑क्रदत्। कनि॑क्रद॒दिति॒कनि॑क्रदत्।।10।।
9.107.11	धी॒भिर्हि॑न्वन्ति। हि॒न्व॒न्ति॒वा॒जिनं॑। वा॒जिनं॒वने॑। वने॒क्रीळ॑न्तं। क्रीळ॑न्त॒मत्य॑विं। अत्य॑वि॒मित्यति॑ऽअविं।। अ॒भित्रि॑पृ॒ष्ठं। त्रि॒पृ॒ष्ठंम॒तय॑:। त्रि॒पृ॒ष्ठमिति॑त्रि॒ऽपृ॒ष्ठं। म॒तय॒स्सं। सम॑स्वरन्। अ॒स्व॒र॒न्नित्य॑स्वरन्।।
9.107.12	अस॑र्जिक॒लशा॑न्। क॒लशाँ॑अ॒भि। अ॒भिमी॒ळ्हे। मी॒ळ्हेसप्तिं॑। सप्ति॒न्न। नवा॑ज॒यु:। वा॒ज॒युरिति॑वा॒ज॒ऽयु:।। पु॒ना॒नोवाचं॑। वाचं॑ज॒नय॑न्। ज॒नय॑न्नषिष्यदत्। अ॒सि॒स्य॒ददित्य॑सिस्यदत्।।
9.107.13	पव॑तेहर्य॒त:। ह॒र्य॒तोहरि॑:। हरि॒रति॑। अति॒ह्वरां॑सि। ह्वरां॑सि॒रंह्या॑। रंह्येति॒रंह्या॑।। अ॒भ्यर्ष॑न्स्तो॒तृभ्य॑:। अ॒भ्यर्ष॒न्नित्य॑भि॒ऽअर्ष॑न्। स्तो॒तृभ्यो॑वी॒रव॑त्। स्तो॒तृभ्य॒इति॑स्तो॒तृऽभ्य॑:। वी॒रव॒द्यश॑:। वी॒रव॒दिति॑वी॒रऽव॑त्। यश॒इति॒यश॑:।।
9.107.14	अ॒याप॑वश्व। प॒व॒श्व॒दे॒व॒यु:। दे॒व॒युर्मधो॑:। दे॒व॒युरिति॑दे॒व॒ऽयु:। मधो॒र्धारा॑:। धारा॑असृक्षत। अ॒सृ॒क्ष॒तेत्य॑सृक्षत।। रेभ॑न्प॒वित्रं॑। प॒वित्रं॒परि॑। पर्ये॑षि। ए॒षि॒वि॒श्वत॑:। वि॒श्वत॒इति॑वि॒श्वत॑:।। 11।।
9.108.1	परी॒तोषि॑ञ्चत। इ॒तइती॒त:। सि॒ञ्च॒ता॒सु॒तं। सु॒तंसोम॑:। सोमो॒य:। यउ॑त्त॒मं। उ॒त्त॒मंह॒विः। उ॒त्त॒मित्यु॒त्ऽत॒मं। ह॒विरिति॑ह॒वि:।। द॒ध॒न्वाँय:। योनर्य॑:। नर्यो॑अ॒प्सु। अ॒प्स्व॑न्त:। अ॒प्स्वित्य॒प्ऽसु। अ॒न्तरासु॒षाव॑। आसु॒षाव॑। सु॒षाव॒सोमं॑। सु॒सावेति॑सु॒साव॑। सोम॒मद्रि॑भि:। अद्रि॑भि॒रित्यद्रि॑ऽभि:।।
9.108.2	नू॒नंपु॑ना॒न:। पु॒ना॒नोवि॑भि:। अवि॑भि॒:परि॑। अवि॑भि॒रित्यवि॑ऽभि:। परि॑स्रव। स्र॒वाद॑ब्ध:। अद॑ब्धस्सुर॒भिन्त॑र:। सु॒र॒भिन्त॑र॒इति॑सु॒र॒भिंऽत॑र:।। सु॒तेचि॑त्। चि॒त्वा॒। त्वा॒प्सु। अ॒प्सुम॑दाम:। अ॒प्स्वित्य॒प्ऽसु। म॒दा॒मो॒अन्ध॑सा। अन्ध॑साश्री॒णन्त॑:। श्री॒णन्तो॒गोभि॑:। गोभि॒रुत्त॑रं। उत्त॑र॒मित्युत्ऽत॑रं।।
9.108.3	परि॑सुवा॒न:। सु॒वा॒नश्चक्ष॑से। चक्ष॑सेदेव॒माद॑न:। दे॒व॒माद॑न॒:क्रतु॑:। दे॒व॒माद॑न॒इति॑दे॒व॒ऽमाद॑न:। क्रतु॒रिन्दु॑:। इन्दु॑र्विचक्ष॒ण:। वि॒च॒क्ष॒णइति॑वि॒ऽच॒क्ष॒ण:।।
9.108.4	पु॒ना॒नस्सो॑म। सो॒म॒धार॑या। धार॑या॒प:। अ॒पोवसा॑न:। वसा॑नोअर्षसि। अ॒र्ष॒सीत्य॑र्षसि।। आर॑त्न॒धा:। र॒त्न॒धायोनिं॑। र॒त्न॒धाइति॑र॒त्न॒ऽधा:। योनि॑मृ॒तस्य॑। ऋ॒तस्य॑सीदसि। सी॒द॒स्युत्स॑:। उत्सो॑देव। दे॒व॒हि॒र॒ण्यय॑:। हि॒र॒ण्यय॒इति॑हि॒र॒ण्यय॑:।।
9.108.5	दु॒हा॒नऊध॑:। ऊध॑र्दि॒व्यं। दि॒व्यम्मधु॑। मधु॑प्रि॒यं। प्रि॒यंप्र॒त्नं। प्र॒त्नंस॒धस्थं॑। स॒धस्थ॒मास॑दत्। आस॑दत्। अ॒स॒द॒दित्य॑सदत्।। आ॒पृच्छ्यं॑ध॒रुणं॑। आ॒पृच्छ्य॒मित्या॒ऽपृच्छ्यं॑। ध॒रुणं॑वा॒जी। वा॒ज्य॑र्षति। अ॒र्ष॒ति॒नृभि॑:। नृभि॑र्धू॒त:। नृभि॒रिति॒नृऽभि॑:। धू॒तोवि॑चक्ष॒ण:। वि॒च॒क्ष॒णइति॑वि॒ऽच॒क्ष॒ण:।। 12।।
9.108.6	पु॒ना॒नस्सो॑म। सो॒म॒जागृ॑वि:। जागृ॑वि॒रव्य॑:। अव्यो॒वारे॑। वारे॒परि॑। परि॑प्रि॒य:। प्रि॒यइति॑प्रि॒य:।। त्वंविप्र॑:। विप्रो॑अभव:। अ॒भ॒वॊङ्गि॑रस्तम:। अङ्गि॑रस्तमो॒मध्वा॑। अङ्गि॑रस्तम॒इत्यङ्गि॑र:ऽतम:। मध्वा॑य॒ज्ञं। य॒ज्ञंमि॑मिक्ष। मि॒मि॒क्ष॒न॒:। न॒इति॑न:।।
9.108.7	सोमो॑मी॒ढ्वान्। मी॒ढ्वान्प॑वते। प॒व॒ते॒गा॒तु॒वित्त॑म:। गा॒तु॒वित्त॑म॒ऋषि॑:। गा॒तु॒वित्त॑म॒इति॑गा॒तु॒वित्ऽत॑म:। ऋषि॒र्विप्र॑:। विप्रो॑विचक्ष॒ण:। वि॒च॒क्ष॒णइति॑वि॒ऽच॒क्ष॒ण:।। त्वंक॒वि:। क॒विर॑भव:। अ॒भ॒वो॒दे॒व॒वीत॑म:। दे॒व॒वीत॑म॒आसूर्यं॑। दे॒व॒वीत॑म॒इति॑दे॒व॒ऽवीत॑म:। आसूर्यं॑। सूर्यं॑रोहय:। रो॒ह॒यो॒दि॒वि। दि॒वीति॑दि॒वि।।
9.108.8	सोम॑उषुवा॒ण:। ऊँ॒इत्यूँ॑। सु॒वा॒नस्सो॒तृभि॑:। सो॒तृभि॒रधि॑। सो॒तृभि॒रिति॑सो॒तृऽभि॑:। अधि॒ष्णुभि॑:। स्नुभि॒रवी॑नां। स्नुभि॒रिति॒स्नुऽभि॑:। अवी॑ना॒मित्यवी॑नां।। अश्व॑येवह॒रिता॑। अश्व॑ये॒वेत्यश्व॑याऽइव। ह॒रिता॑याति। या॒ति॒धार॑या। धार॑याम॒न्द्रया॑। म॒न्द्रया॑याति। या॒ति॒धार॑या। धार॒येति॒धार॑या।।
9.108.9	अ॒नू॒पेगोमा॑न्। गोमा॒ङ्गोभि॑:। गोभि॑रक्षाः। अ॒क्षा॒स्सोम॑:। अ॒क्षा॒रित्य॑क्षा:। सोमो॑दु॒ग्धाभि॑:। दु॒ग्धाभि॑रक्षा:। अ॒क्षा॒रित्य॑क्षा:।। स॒मु॒द्रन्न। नसं॒वर॑णानि। सं॒वर॑णान्यग्मन्। सं॒वर॑णा॒नीति॑सं॒ऽवर॑णानि। अ॒ग्म॒न्म॒न्दी। म॒न्दीमदा॑य। मदा॑यतोशते। तो॒श॒त॒इति॑तोशते।।
